tokens,ner_tags
"['gide', 'went', 'success', 'to', 'middl', 'congo', 'now', 'the', 'republ', 'of', 'the', 'congo', 'now', 'the', 'central', 'african', 'republ', 'briefli', 'to', 'chad', 'and', 'then', 'to', 'cameroon', 'befor', 'return', 'to', 'franc']","[6, 0, 0, 0, 10, 12, 0, 0, 1, 13, 13, 13, 0, 0, 1, 13, 13, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1]"
"['in', 'may', '2000', 'andranik', 'margaryan', 'replac', 'aram', 'sargsyan', 'a', 'brother', 'of', 'assassin', 'vazgen', 'sargsyan', 'as', 'prime', 'minist']","[0, 0, 0, 2, 3, 0, 2, 3, 0, 0, 0, 0, 2, 3, 0, 0, 0]"
"['the', 'most', 'signific', 'growth', 'ha', 'been', 'in', 'the', 'melanesian', 'countri', 'of', 'the', 'solomon', 'island', 'vanuatu', 'and', 'papua', 'new', 'guinea']","[0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 1, 13, 1, 0, 1, 13, 13]"
"['the', 'empir', 'capit', 'wa', 'pataliputra', 'in', 'magadha', 'patna', 'with', 'provinci', 'capit', 'at', 'taxila', 'and', 'ujjain']","[0, 0, 0, 0, 10, 0, 1, 10, 0, 0, 0, 0, 10, 0, 10]"
"['the', 'provinc', 'cede', 'to', 'augustu', 'for', 'that', 'period', 'compris', 'much', 'of', 'the', 'conquer', 'roman', 'world', 'includ', 'all', 'of', 'hispania', 'and', 'gaul', 'syria', 'cilicia', 'cypru', 'and', 'egypt']","[0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 10, 0, 10, 1, 10, 1, 0, 1]"
"['four', 'governor', 'have', 'serv', 'multipl', 'term', 'bibb', 'grave', 'jim', 'folsom', 'and', 'fob', 'jame', 'each', 'serv', 'two', 'and', 'georg', 'wallac', 'serv', 'three', 'period']","[0, 11, 0, 0, 0, 0, 2, 3, 2, 3, 0, 2, 3, 0, 0, 0, 0, 2, 3, 0, 0, 0]"
"['the', 'twelv', 'countri', 'that', 'had', 'signific', 'interest', 'in', 'antarctica', 'at', 'the', 'time', 'were', 'argentina', 'australia', 'belgium', 'chile', 'franc', 'japan', 'new', 'zealand', 'norway', 'south', 'africa', 'the', 'soviet', 'union', 'the', 'unit', 'kingdom', 'and', 'the', 'unit', 'state']","[0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 13, 1, 1, 13, 0, 1, 13, 0, 1, 13, 0, 0, 1, 13]"
"['the', 'battl', 'of', 'qarqar', 'is', 'mention', 'in', 'record', 'and', 'wa', 'perhap', 'at', 'apamea', 'where', 'shalmanes', 'iii', 'of', 'assyria', 'fought', 'a', 'great', 'confeder', 'of', 'princ', 'from', 'cilicia', 'northern', 'syria', 'israel', 'ammon', 'and', 'the', 'tribe', 'of', 'the', 'syrian', 'desert', '853', 'bc', 'includ', 'ahab', 'the', 'israelit']","[0, 11, 14, 14, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 2, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 2, 0, 11]"
"['the', 'state', 'branch', 'form', 'their', 'first', 'major', 'govern', 'in', '1910', 'new', 'south', 'wale', 'state', 'elect', 'and', '1910', 'south', 'australian', 'state', 'elect', 'in', '1910', '1911', 'western', 'australian', 'state', 'elect', 'in', '1911', '1915', 'queensland', 'state', 'elect', 'in', '1915', 'and', '1925', 'tasmanian', 'state', 'elect', 'in', '1925']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 5, 5, 5, 5, 0, 4, 5, 5, 5, 5, 0, 0, 4, 5, 5, 5, 5, 0, 0, 4, 5, 5, 5, 0, 0, 0, 4, 5, 5, 5, 0, 0]"
"['variou', 'ideolog', 'belief', 'were', 'factionalis', 'under', 'reform', 'to', 'the', 'alp', 'under', 'gough', 'whitlam', 'result', 'in', 'what', 'is', 'now', 'known', 'as', 'the', 'labor', 'left', 'who', 'tend', 'to', 'favour', 'a', 'more', 'interventionist', 'econom', 'polici', 'and', 'more', 'social', 'progress', 'ideal', 'and', 'labor', 'right', 'the', 'now', 'domin', 'faction', 'that', 'tend', 'to', 'be', 'more', 'econom', 'liber', 'and', 'focu', 'to', 'a', 'lesser', 'extent', 'on', 'social', 'issu']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 15, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['kim', 'beazley', 'led', 'the', 'parti', 'to', 'the', '1998', 'australian', 'feder', 'elect', 'win', '51', 'percent', 'of', 'the', 'vote', 'but', 'fall', 'short', 'on', 'seat', 'and', 'lost', 'ground', 'at', 'the', '2001', 'australian', 'feder', 'elect']","[2, 3, 0, 0, 0, 0, 0, 4, 5, 5, 5, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 5, 5]"
"['ralli', 'hi', 'afghan', 'tribe', 'and', 'alli', 'he', 'push', 'east', 'toward', 'the', 'mughal', 'empir', 'and', 'the', 'maratha', 'empir', 'empir', 'of', 'india', 'west', 'toward', 'the', 'disintegr', 'afsharid', 'empir', 'of', 'persia', 'and', 'north', 'toward', 'the', 'khanat', 'of', 'bukhara']","[0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 0, 0, 1, 13, 0, 0, 1, 0, 0, 0, 0, 1, 13, 13, 13, 0, 0, 0, 0, 1, 13, 13]"
"['he', 'then', 'move', 'southward', 'into', 'greec', 'where', 'he', 'sack', 'piraeu', 'the', 'port', 'of', 'athen', 'and', 'destroy', 'corinth', 'megara', 'argo', 'and', 'sparta']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 10, 0, 0, 0, 10, 0, 0, 10, 10, 10, 0, 10]"
"['befor', 'make', 'the', 'announc', 'alexand', 'did', 'not', 'consult', 'with', 'hi', 'father', 'who', 'had', 'been', 'on', 'vacat', 'in', 'karlovi', 'vari', 'and', 'make', 'arrang', 'to', 'secur', 'the', 'hand', 'of', 'germani', 'princess', 'alexandra', 'zu', 'for', 'hi', 'son', 'or', 'hi', 'prime', 'minist', 'vladan', 'đorđević', 'who', 'wa', 'visit', 'the', 'pari', 'univers', 'exhibit', 'at', 'the', 'time', 'of', 'the', 'announc']","[0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6, 7, 0, 0, 0, 0, 0, 0, 0, 6, 7, 0, 0, 0, 0, 10, 11, 14, 0, 0, 0, 0, 0, 0]"
"['in', 'addit', 'to', 'franc', 'the', 'jackson', 'administr', 'success', 'settl', 'spoliat', 'claim', 'with', 'denmark', 'portug', 'and', 'spain']","[0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]"
"['jackson', 'state', 'depart', 'wa', 'activ', 'and', 'success', 'at', 'make', 'trade', 'agreement', 'with', 'russia', 'spain', 'turkey', 'unit', 'kingdom']","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 13]"
"['in', 'rebuild', 'russia', 'an', 'essay', 'first', 'publish', 'in', '1990', 'in', 'komsomolskaya', 'pravda', 'solzhenitsyn', 'urg', 'the', 'soviet', 'union', 'to', 'grant', 'independ', 'to', 'all', 'the', 'republ', 'which', 'he', 'claim', 'were', 'sap', 'the', 'russian', 'nation', 'and', 'he', 'call', 'for', 'the', 'creation', 'of', 'a', 'new', 'slavic', 'state', 'bring', 'togeth', 'russia', 'ukrain', 'belaru', 'and', 'part', 'of', 'kazakhstan', 'that', 'he', 'consid', 'to', 'be', 'russifi']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8, 9, 6, 0, 0, 1, 13, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"['coloni', 'affair', 'saw', 'the', 'netherland', 'conquest', 'of', 'jaffna', 'patam', 'portug', 'last', 'coloni', 'in', 'portugues', 'ceylon', '1658', 'and', 'the', 'cession', 'of', 'bombay', 'and', 'tangier', 'to', 'england', '23', 'june', '1661', 'as', 'dowri', 'for', 'afonso', 'sister', 'catherin', 'of', 'braganza', 'who', 'had', 'marri', 'king', 'charl', 'ii', 'of', 'england']","[0, 0, 0, 0, 1, 0, 0, 10, 12, 1, 0, 0, 0, 1, 13, 0, 0, 0, 0, 0, 1, 0, 10, 0, 1, 0, 0, 0, 0, 0, 0, 6, 0, 6, 7, 7, 0, 0, 0, 6, 7, 7, 7, 7]"
"['he', 'assum', 'the', 'name', 'alfonso', 'xii', 'for', 'although', 'no', 'king', 'of', 'unit', 'spain', 'had', 'born', 'the', 'name', 'alfonso', 'xi', 'the', 'spanish', 'monarchi', 'wa', 'regard', 'as', 'continu', 'with', 'the', 'more', 'ancient', 'monarchi', 'repres', 'by', 'the', '11', 'king', 'of', 'kingdom', 'of', 'asturia', 'kingdom', 'of', 'león', 'and', 'kingdom', 'of', 'castil', 'also', 'name', 'alfonso']","[0, 0, 0, 0, 6, 7, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 6, 7, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 13, 1, 13, 13, 0, 1, 13, 13, 0, 0, 6]"
"['with', 'hi', 'marriag', 'to', 'urraca', 'queen', 'regnant', 'of', 'kingdom', 'of', 'castil', 'kingdom', 'of', 'león', 'and', 'kingdom', 'of', 'galicia', 'in', '1109', 'he', 'began', 'to', 'use', 'with', 'some', 'justif', 'the', 'grandios', 'titl', 'emperor', 'of', 'spain', 'formerli', 'employ', 'by', 'hi', 'alfonso', 'vi']","[0, 0, 0, 0, 6, 0, 0, 0, 1, 13, 13, 1, 13, 13, 0, 1, 13, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 6, 7]"
"['hi', 'reign', 'saw', 'the', 'incorpor', 'of', 'the', 'counti', 'of', 'urgel', 'duchi', 'of', 'athen', 'and', 'duchi', 'of', 'neopatria', 'into', 'the', 'crown', 'of', 'aragon']","[0, 0, 0, 0, 0, 0, 0, 1, 13, 13, 1, 13, 13, 0, 1, 13, 13, 0, 0, 1, 13, 13]"
"['schwarzenegg', 'wa', 'a', 'found', 'celebr', 'investor', 'in', 'the', 'planet', 'hollywood', 'chain', 'of', 'intern', 'theme', 'restaur', 'model', 'after', 'the', 'hard', 'rock', 'cafe', 'along', 'with', 'bruce', 'willi', 'sylvest', 'stallon', 'and', 'demi', 'moor']","[6, 0, 0, 0, 0, 0, 0, 0, 8, 9, 0, 0, 0, 0, 0, 0, 0, 0, 11, 14, 14, 0, 0, 6, 7, 6, 7, 0, 6, 7]"
"['in', '1996', 'bin', 'laden', 'person', 'engin', 'a', 'plot', 'to', 'assassin', 'unit', 'state', 'presid', 'bill', 'clinton', 'while', 'the', 'presid', 'wa', 'in', 'manila', 'for', 'the', 'econom', 'cooper']","[0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 1, 13, 0, 2, 3, 0, 0, 0, 0, 0, 10, 0, 0, 14, 14]"
"['cnn', 'report', 'ha', 'reveal', 'that', 'saudi', 'arabia', 'and', 'the', 'unit', 'arab', 'emir', 'uae', 'have', 'been', 'hand', 'out', 'sophist', 'weapon', 'to', 'fighter', 'in', 'yemen']","[8, 0, 0, 0, 0, 1, 13, 0, 0, 1, 13, 13, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"['he', 'also', 'recal', 'a', 'past', 'instanc', 'in', 'which', 'osama', 'bin', 'laden', 'call', 'on', 'member', 'and', 'support', 'to', 'give', 'allegi', 'to', 'abu', 'omar', 'when', 'the', 'group', 'wa', 'still', 'sole', 'oper', 'in', 'iraq', 'as', 'the', 'islam', 'state', 'of', 'iraq', 'and', 'condemn', 'ayman', 'for', 'not', 'make', 'thi', 'same', 'claim', 'for', 'abu', 'bakr', 'and', 'that', 'zawahiri', 'wa', 'encourag', 'faction', 'and', 'divis', 'between', 'former', 'alli', 'of', 'isil', 'such', 'as', 'the', 'front']","[0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 8, 9, 9, 9, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 9]"
"['in', 'particular', 'chipp', 'former', 'liber', 'parti', 'of', 'australia', 'affili', 'wa', 'frequent', 'recal', 'by', 'oppon', 'such', 'as', 'the', 'then', 'democrat', 'socialist', 'perspect', 'and', 'earli', 'parti', 'such', 'as', 'the', 'unit', 'tasmania', 'group']","[0, 0, 0, 0, 15, 16, 16, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 16, 16, 0, 0, 0, 0, 0, 0, 15, 16, 16]"
"['the', 'aclu', 'wa', 'found', 'in', '1920', 'by', 'a', 'committe', 'includ', 'helen', 'keller', 'roger', 'baldwin', 'crystal', 'eastman', 'walter', 'nell', 'morri', 'ernst', 'albert', 'desilv', 'arthur', 'garfield', 'hay', 'jane', 'addam', 'felix', 'frankfurt', 'elizabeth', 'gurley', 'flynn', 'and', 'rose', 'schneiderman']","[0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 6, 7, 6, 7, 6, 7, 6, 7, 6, 7, 6, 7, 7, 6, 7, 6, 7, 6, 7, 7, 0, 6, 7]"
"['alli', 'of', 'the', 'aclu', 'in', 'legal', 'action', 'have', 'includ', 'the', 'nation', 'associ', 'for', 'the', 'advanc', 'of', 'color', 'peopl', 'the', 'american', 'jewish', 'congress', 'peopl', 'for', 'the', 'american', 'way', 'the', 'nation', 'rifl', 'associ', 'the', 'electron', 'frontier', 'foundat', 'american', 'unit', 'for', 'separ', 'of', 'church', 'and', 'state', 'and', 'the', 'nation', 'organ', 'for', 'women']","[0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 8, 9, 9, 9, 9, 9, 9, 9, 0, 8, 9, 9, 8, 9, 9, 9, 9, 0, 8, 9, 9, 0, 8, 9, 9, 8, 9, 9, 9, 9, 9, 9, 9, 0, 0, 8, 9, 9, 9]"
"['norman', 'thoma', 'john', 'hayn', 'holm', 'and', 'morri', 'ernst', 'were', 'who', 'want', 'to', 'distanc', 'the', 'aclu', 'from', 'commun', 'oppos', 'them', 'were', 'harri', 'ward', 'corliss', 'lamont', 'and', 'elizabeth', 'gurley', 'flynn', 'who', 'reject', 'ani', 'polit', 'test', 'for', 'aclu', 'leadership']","[6, 7, 6, 7, 7, 0, 6, 7, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 6, 7, 6, 7, 0, 6, 7, 7, 0, 0, 0, 0, 0, 0, 8, 0]"
"['dure', 'the', '1988', 'unit', 'state', 'presidenti', 'elect', 'vice', 'presid', 'georg', 'bush', 'note', 'that', 'hi', 'oppon', 'massachusett', 'governor', 'michael', 'dukaki', 'had', 'describ', 'himself', 'as', 'a', 'member', 'of', 'the', 'aclu', 'and', 'use', 'that', 'as', 'evid', 'that', 'dukaki', 'wa', 'a', 'strong', 'passion', 'liber', 'and', 'out', 'of', 'the', 'mainstream']","[0, 0, 4, 5, 5, 5, 5, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['celebr', 'donat', 'includ', 'chri', 'sacca', 'who', 'offer', 'to', 'match', 'other', 'peopl', 'donat', 'and', 'ultim', 'gave', 'rosi', 'judd', 'apatow', 'sia', 'john', 'legend', 'and', 'adel', 'stelter', 'the', 'number', 'of', 'member', 'of', 'the', 'aclu', 'doubl', 'in', 'the', 'time', 'from', 'the', 'elect', 'to', 'end', 'of', 'januari', 'to', '1', 'million']","[0, 0, 0, 6, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 7, 6, 6, 7, 0, 6, 7, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['assyria', 'thi', 'vast', 'span', 'of', 'time', 'is', 'divid', 'in', 'earli', 'period', '2500', 'bce', 'old', 'assyrian', 'empir', '2025', 'bce', '1378', 'bce', 'middl', 'assyrian', 'empir', '1392', 'bce', '934', 'bce', 'and', 'empir', '911', 'bce', '609', 'bce']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 13, 0, 0, 0, 0, 1, 13, 13, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0]"
"['at', 'it', 'peak', 'the', 'empir', 'of', '911', 'to', '609', 'bc', 'stretch', 'from', 'eastern', 'libya', 'and', 'cypru', 'in', 'the', 'east', 'mediterranean', 'to', 'iran', 'and', 'from', 'armenia', 'and', 'azerbaijan', 'in', 'the', 'transcaucasia', 'to', 'the', 'arabian', 'peninsula']","[0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 10, 12, 0, 1, 0, 0, 1, 0, 1, 0, 0, 10, 0, 0, 10, 12]"
"['the', 'region', 'of', 'assyria', 'fell', 'under', 'the', 'success', 'control', 'of', 'the', 'median', 'empir', 'of', '678', 'to', '549', 'bc', 'the', 'achaemenid', 'empir', 'of', '550', 'to', '330', 'bc', 'the', 'macedonian', 'empir', 'late', '4th', 'centuri', 'bc', 'the', 'seleucid', 'empir', 'of', '312', 'to', '63', 'bc', 'the', 'parthian', 'empir', 'of', '247', 'bc', 'to', '224', 'ad', 'the', 'roman', 'empir', 'from', '116', 'to', '118', 'ad', 'and', 'the', 'sasanian', 'empir', 'of', '224', 'to', '651', 'ad']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 13, 0, 0, 0, 0, 0, 0, 1, 13, 0, 0, 0, 0, 0, 0, 1, 13, 0, 0, 0, 0, 0, 1, 13, 0, 0, 0, 0, 0, 0, 1, 13, 0, 0, 0, 0, 0, 0, 0, 1, 13, 0, 0, 0, 0, 0, 0, 0, 1, 13, 0, 0, 0, 0, 0]"
"['the', 'old', 'assyrian', 'empir', 'is', 'one', 'of', 'four', 'period', 'into', 'which', 'the', 'histori', 'of', 'assyria', 'is', 'divid', 'the', 'other', 'three', 'be', 'the', 'earli', 'assyrian', 'period', 'the', 'middl', 'assyrian', 'empir', 'and', 'the', 'empir']","[0, 1, 13, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 11, 14, 14, 0, 1, 13, 13, 0, 0, 13]"
"['iii', 'conquer', 'as', 'far', 'as', 'the', 'east', 'mediterranean', 'bring', 'the', 'greek', 'of', 'cypru', 'phoenicia', 'kingdom', 'of', 'judah', 'philistia', 'samaria', 'and', 'the', 'whole', 'of', 'aramea', 'under', 'assyrian', 'control']","[3, 0, 0, 0, 0, 0, 10, 12, 0, 0, 1, 13, 13, 1, 1, 13, 13, 1, 10, 0, 0, 0, 0, 1, 0, 1, 0]"
"['ultim', 'assyria', 'conquer', 'babylonia', 'chaldea', 'elam', 'media', 'persia', 'urartu', 'armenia', 'phoenicia', 'aramea', 'syria', 'phrygia', 'the', 'state', 'the', 'hurrian', 'land', 'arabia', 'gutium', 'israel', 'kingdom', 'of', 'judah', 'and', 'other']","[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 13, 0, 10, 12, 1, 1, 1, 1, 13, 13, 0, 0]"
"['the', 'scythian', 'and', 'cimmerian', 'took', 'advantag', 'of', 'the', 'bitter', 'fight', 'among', 'the', 'assyrian', 'to', 'raid', 'empir', 'coloni', 'with', 'hord', 'of', 'maraud', 'ravag', 'part', 'of', 'asia', 'minor', 'and', 'the', 'caucasu', 'where', 'the', 'vassal', 'king', 'of', 'urartu', 'and', 'lydia', 'beg', 'their', 'empir', 'overlord', 'for', 'help', 'in', 'vain']","[0, 11, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 10, 12, 0, 0, 10, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 13, 0, 0, 0, 0, 0]"
"['they', 'also', 'raid', 'the', 'levant', 'israel', 'and', 'kingdom', 'of', 'judah', 'where', 'ashkelon', 'wa', 'sack', 'by', 'the', 'scythian', 'and', 'all', 'the', 'way', 'into', 'egypt', 'whose', 'coast', 'were', 'ravag', 'and', 'loot', 'with', 'impun']","[0, 0, 0, 0, 10, 1, 0, 1, 13, 13, 0, 10, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"['the', 'iran', 'peopl', 'under', 'the', 'mede', 'aid', 'by', 'the', 'previou', 'empir', 'destruct', 'of', 'the', 'hitherto', 'domin', 'elamit', 'of', 'ancient', 'iran', 'also', 'took', 'advantag', 'of', 'the', 'upheav', 'in', 'empir', 'to', 'coalesc', 'into', 'a', 'power', 'forc']","[0, 11, 0, 0, 0, 1, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 11, 0, 1, 13, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0]"
"['despit', 'the', 'sore', 'deplet', 'empir', 'bitter', 'fight', 'ensu', 'throughout', '614', 'bc', 'the', 'mede', 'continu', 'to', 'gradual', 'make', 'hard', 'fought', 'inroad', 'into', 'empir', 'itself', 'score', 'a', 'decis', 'and', 'devast', 'victori', 'over', 'the', 'assyrian', 'forc', 'at', 'the', 'battl', 'of', 'assur']","[0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 11, 14, 14]"
"['in', '1991', 'presid', 'georg', 'bush', 'nomin', 'clarenc', 'thoma', 'a', 'feder', 'circuit', 'judg', 'to', 'succeed', 'retir', 'associ', 'suprem', 'court', 'justic', 'thurgood', 'marshal']","[0, 0, 0, 2, 3, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 11, 14, 0, 2, 3]"
