tokens,ner_tags
"['state', 'media', 'quot', 'china', 'top', 'negoti', 'with', 'taipei', 'tang', 'shubei', 'as', 'tell', 'a', 'visit', 'group', 'from', 'taiwan', 'on', 'wednesday', 'that', 'it', 'wa', 'time', 'for', 'the', 'rival', 'to', 'hold', 'polit', 'talk']","[0, 0, 0, 5, 0, 0, 0, 5, 1, 2, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['now', 'is', 'the', 'time', 'for', 'the', 'two', 'side', 'to', 'engag', 'in', 'polit', 'talk']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['that', 'is', 'to', 'end', 'the', 'state', 'of', 'hostil', 'thursday', 'oversea', 'edit', 'of', 'the', 'peopl', 'daili', 'quot', 'tang', 'as', 'say']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 1, 0, 0]"
"['the', 'foreign', 'ministri', 'shen', 'told', 'reuter', 'televis', 'in', 'an', 'interview', 'he', 'had', 'read', 'report', 'of', 'tang', 'comment', 'but', 'gave', 'no', 'detail', 'of', 'whi', 'the', 'negoti', 'had', 'consid', 'the', 'time', 'right', 'for', 'talk', 'with', 'taiwan', 'which', 'beij', 'consid', 'a', 'renegad', 'provinc']","[0, 0, 0, 3, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 0, 0, 0]"
"['china', 'which', 'ha', 'long', 'oppos', 'all', 'taipei', 'effort', 'to', 'gain', 'greater', 'intern', 'recognit', 'wa', 'infuri', 'by', 'a', 'visit', 'to', 'ukrain', 'thi', 'week', 'by', 'taiwanes', 'vice', 'presid', 'lien']","[5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 1]"
[],[]
"['china', 'say', 'time', 'right', 'for', 'taiwan', 'talk']","[5, 0, 0, 0, 0, 5, 0]"
['beij'],[5]
"['china', 'ha', 'said', 'it', 'wa', 'time', 'for', 'polit', 'talk', 'with', 'taiwan', 'and', 'that', 'the', 'rival', 'island', 'should', 'take', 'practic', 'step', 'toward', 'that', 'goal']","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['consult', 'should', 'be', 'held', 'to', 'set', 'the', 'time', 'and', 'format', 'of', 'the', 'talk', 'the', 'offici', 'xinhua', 'news', 'agenc', 'quot', 'tang', 'shubei', 'execut', 'vice', 'chairman', 'of', 'the', 'associ', 'for', 'relat', 'across', 'the', 'taiwan', 'strait', 'as', 'say', 'late', 'on', 'wednesday']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 3, 4, 4, 4, 4, 4, 4, 0, 0, 0, 0, 0]"
[],[]
"['german', 'juli', 'car', 'registr', 'up', 'pct', 'yr', 'yr']","[7, 0, 0, 0, 0, 0, 0, 0]"
['frankfurt'],[5]
"['german', 'registr', 'of', 'motor', 'vehicl', 'jump', 'percent', 'in', 'juli', 'thi', 'year', 'from', 'the', 'period', 'the', 'feder', 'offic', 'for', 'motor', 'vehicl', 'said', 'on', 'thursday']","[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 4, 0, 0, 0]"
"['the', 'offic', 'said', 'new', 'car', 'were', 'regist', 'in', 'juli', '1996', 'passeng', 'car', 'and', 'truck']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['the', 'figur', 'repres', 'a', 'percent', 'increas', 'for', 'passeng', 'car', 'and', 'a', 'percent', 'declin', 'for', 'truck', 'from', 'juli', '1995']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['registr', 'rose', 'percent', 'in', 'the', 'period']","[0, 0, 0, 0, 0, 0]"
"['the', 'growth', 'wa', 'partli', 'due', 'to', 'an', 'increas', 'number', 'of', 'german', 'buy', 'german', 'car', 'abroad', 'while', 'manufactur', 'said', 'that', 'domest', 'demand', 'wa', 'weak', 'the', 'feder', 'offic', 'said']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['almost', 'all', 'german', 'car', 'manufactur', 'post', 'gain', 'in', 'registr', 'number', 'in', 'the', 'period']","[0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['volkswagen', 'ag', 'won', 'registr', 'slightli', 'more', 'than', 'a', 'quarter', 'of', 'the', 'total']","[3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['opel', 'ag', 'togeth', 'with', 'gener', 'motor', 'came', 'in', 'second', 'place', 'with', 'registr', 'percent', 'of', 'the', 'overal', 'figur']","[3, 4, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['third', 'wa', 'ford', 'with', 'registr', 'or', 'percent']","[0, 0, 3, 0, 0, 0, 0]"
"['onli', 'seat', 'and', 'porsch', 'had', 'fewer', 'registr', 'in', 'juli', '1996', 'compar', 'to', 'last', 'year', 'juli']","[0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['seat', 'post', 'registr', 'compar', 'with', '5522', 'registr', 'in', 'juli', 'a', 'year', 'earlier']","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['porsch', 'registr', 'fell', 'to', '554', 'from', '643']","[3, 0, 0, 0, 0, 0, 0]"
[],[]
"['greek', 'socialist', 'give', 'green', 'light', 'to', 'pm', 'for', 'elect']","[7, 0, 0, 0, 0, 0, 0, 0, 0]"
['athen'],[5]
"['the', 'greek', 'socialist', 'parti', 'execut', 'bureau', 'gave', 'the', 'green', 'light', 'to', 'prime', 'minist', 'costa', 'simiti', 'to', 'call', 'snap', 'elect', 'it', 'gener', 'secretari', 'costa', 'skandalidi', 'told', 'report']","[0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0]"
"['prime', 'minist', 'costa', 'simiti', 'is', 'go', 'to', 'make', 'an', 'offici', 'announc', 'after', 'a', 'cabinet', 'meet', 'later', 'on', 'thursday', 'said', 'skandalidi']","[0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"['dimitri', 'kontogianni', 'athen', 'newsroom']","[1, 2, 3, 4]"
[],[]
"['bayervb', 'set', '100', 'million', 'bond']","[3, 0, 0, 0, 0]"
['london'],[5]
"['the', 'follow', 'bond', 'wa', 'announc', 'by', 'lead', 'manag', 'toronto', 'dominion']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 2]"
"['borrow', 'bayerisch', 'vereinsbank']","[0, 3, 4]"
"['amt', '100', 'mln', 'coupon', 'matur']","[0, 0, 0, 0, 0]"
"['type', 'straight', 'iss', 'price', 'pay', 'date']","[0, 0, 0, 0, 0, 0]"
"['full', 'fee', 'reoffer', 'spread', 'bp']","[0, 0, 0, 0, 0]"
"['moodi', 'aa1', 'list', 'lux', 'pay', 'freq']","[0, 0, 0, 0, 0, 0]"
"['denom', 'k', 'sale', 'limit', 'us', 'uk', 'ca']","[0, 0, 0, 0, 5, 5, 5]"
"['neg', 'plg', 'no', 'cr', 'deflt', 'no', 'forc', 'maj']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['gov', 'law', 'german', 'home', 'ctri', 'tax', 'prov', 'standard']","[0, 0, 7, 0, 0, 0, 0, 0]"
"['mgt', 'und', 'sell', 'conc', 'praecip']","[0, 0, 0, 0, 0]"
"['underli', 'govt', 'bond', 'pct', 'sept', '2001']","[0, 0, 0, 0, 0, 0]"
"['note', 'bayerisch', 'vereinsbank', 'is', 'joint', 'lead', 'manag']","[0, 3, 4, 0, 0, 0, 0]"
"['london', 'newsroom', '171', '542', '7658']","[3, 4, 0, 0, 0]"
[],[]
"['venantiu', 'set', '300', 'million', 'januari', '1999', 'frn']","[3, 0, 0, 0, 0, 0, 0]"
['london'],[5]
"['the', 'follow', 'issu', 'wa', 'announc', 'by', 'lead', 'manag', 'lehman', 'brother', 'intern']","[0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4]"
"['borrow', 'venantiu', 'ab', 'swedish', 'nation', 'mortgag', 'agenc']","[0, 3, 4, 7, 0, 0, 0]"
"['amt', '300', 'mln', 'spread', 'bp', 'matur']","[0, 0, 0, 0, 0, 0]"
"['type', 'frn', 'base', '3m', 'libor', 'pay', 'date']","[0, 0, 0, 3, 0, 0, 0]"
"['last', 'moodi', 'aa3', 'iss', 'price', 'full', 'fee', '10', 'bp']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['last', 'reoffer']","[0, 0]"
"['note', 's', 'short', 'first', 'coupon']","[0, 0, 0, 0, 0]"
"['list', 'london', 'denom', 'k', 'sale', 'limit', 'us', 'uk', 'jp', 'fr']","[0, 5, 0, 0, 0, 0, 5, 5, 5, 5]"
"['neg', 'plg', 'ye', 'cr', 'deflt', 'no', 'forc', 'maj', 'ipma', '2']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['gov', 'law', 'english', 'home', 'ctri', 'sweden', 'tax', 'prov', 'standard']","[0, 0, 7, 0, 0, 5, 0, 0, 0]"
"['mgt', 'und', '5', 'bp', 'sell', 'conc', '5', 'bp', 'praecip']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['note', 'issu', 'off', 'emtn', 'programm']","[0, 0, 0, 0, 0]"
"['london', 'newsroom', '171', '542', '8863']","[3, 4, 0, 0, 0]"
[],[]
"['port', 'condit', 'updat', 'syria', 'lloyd', 'ship']","[0, 0, 0, 5, 3, 4]"
"['port', 'condit', 'from', 'lloyd', 'ship', 'intellig', 'servic']","[0, 0, 0, 3, 4, 4, 4]"
"['lattakia', 'aug', '10', 'wait', 'time', 'at', 'lattakia', 'and', 'tartou', 'present', '24', 'hour']","[5, 0, 0, 0, 0, 0, 5, 0, 5, 0, 0, 0]"
[],[]
"['israel', 'play', 'down', 'fear', 'of', 'war', 'with', 'syria']","[5, 0, 0, 0, 0, 0, 0, 5]"
"['colleen', 'siegel']","[1, 2]"
['jerusalem'],[5]
"['israel', 'outgo', 'peac', 'negoti', 'with', 'syria', 'said', 'on', 'thursday', 'current', 'tension', 'between', 'the', 'two', 'countri', 'appear', 'to', 'be', 'a', 'storm', 'in', 'a', 'teacup']","[5, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['itamar', 'rabinovich', 'who', 'as', 'israel', 'ambassador', 'to', 'washington', 'conduct', 'unfruit', 'negoti', 'with', 'syria', 'told', 'israel', 'radio', 'it', 'look', 'like', 'damascu', 'want', 'to', 'talk', 'rather', 'than', 'fight']","[1, 2, 0, 0, 5, 0, 0, 5, 0, 0, 0, 0, 5, 0, 3, 4, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0]"
"['it', 'appear', 'to', 'me', 'the', 'syrian', 'prioriti', 'is', 'still', 'to', 'negoti']","[0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0]"
"['the', 'syrian', 'are', 'confus', 'they', 'are', 'definit', 'tens', 'but', 'the', 'gener', 'assess', 'here', 'in', 'washington', 'is', 'that', 'thi', 'is', 'essenti', 'a', 'storm', 'in', 'a', 'teacup', 'he', 'said']","[0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['rabinovich', 'is', 'wind', 'up', 'hi', 'term', 'as', 'ambassador']","[1, 0, 0, 0, 0, 0, 0, 0]"
"['he', 'will', 'be', 'replac', 'by', 'eliahu', 'a', 'former', 'isra', 'envoy', 'to', 'egypt', 'and', 'likud', 'parti', 'politician']","[0, 0, 0, 0, 0, 1, 0, 0, 7, 0, 0, 5, 0, 3, 0, 0]"
"['israel', 'on', 'wednesday', 'sent', 'syria', 'a', 'messag', 'via', 'washington', 'say', 'it', 'wa', 'commit', 'to', 'peac', 'and', 'want', 'to', 'open', 'negoti', 'without', 'precondit']","[5, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['but', 'it', 'slam', 'damascu', 'for', 'creat', 'what', 'it', 'call', 'a', 'danger', 'atmospher']","[0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
"['syria', 'accus', 'israel', 'on', 'wednesday', 'of', 'launch', 'a', 'hyster', 'campaign', 'against', 'it', 'after', 'isra', 'televis', 'report', 'that', 'damascu', 'had', 'recent', 'test', 'fire', 'a', 'missil']","[5, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0]"
"['it', 'said', 'it', 'arm', 'purchas', 'were', 'for', 'defens', 'purpos']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['the', 'messag', 'that', 'we', 'sent', 'to', 'syrian', 'presid', 'hafez', 'assad', 'is', 'that', 'israel', 'is', 'readi', 'at', 'ani', 'time', 'without', 'precondit', 'to', 'enter', 'peac', 'negoti', 'isra', 'foreign', 'minist', 'david', 'levi', 'told', 'israel', 'radio', 'in', 'an', 'interview']","[0, 0, 0, 0, 0, 0, 7, 0, 1, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 1, 2, 0, 3, 4, 0, 0, 0]"
"['tension', 'ha', 'mount', 'sinc', 'isra', 'prime', 'minist', 'benjamin', 'netanyahu', 'took', 'offic', 'in', 'june', 'vow', 'to', 'retain', 'the', 'golan', 'height', 'israel', 'captur', 'from', 'syria', 'in', 'the', '1967', 'middl', 'east', 'war']","[0, 0, 0, 0, 7, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 5, 0, 0, 5, 0, 0, 0, 5, 6, 0]"
"['peac', 'talk', 'have', 'been', 'deadlock', 'over', 'the', 'golan', 'sinc', '1991', 'despit', 'the', 'previou', 'govern', 'willing', 'to', 'make', 'golan', 'concess']","[0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]"
"['peac', 'talk', 'between', 'the', 'two', 'side', 'were', 'last', 'held', 'in', 'februari']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['the', 'voic', 'come', 'out', 'of', 'damascu', 'are', 'bad', 'not', 'good']","[0, 0, 0, 0, 0, 5, 0, 0, 0, 0]"
"['the', 'media']","[0, 0]"
"['are', 'full', 'of', 'express', 'and', 'declar', 'that', 'must', 'be', 'worri']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['thi', 'artifici', 'atmospher', 'is', 'veri', 'danger', 'becaus', 'those', 'who', 'spread', 'it', 'could', 'becom', 'it', 'prison', 'levi', 'said']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['we', 'expect', 'from', 'syria', 'if', 'it', 'face', 'is', 'to', 'peac', 'that', 'it', 'will', 'answer', 'israel', 'messag', 'to', 'enter', 'peac', 'negoti', 'becaus', 'that', 'is', 'our', 'goal', 'he', 'said']","[0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['we', 'do', 'not', 'want', 'a', 'war', 'god', 'forbid']","[0, 0, 0, 0, 0, 0, 1, 0]"
"['no', 'one', 'benefit', 'from', 'war']","[0, 0, 0, 0, 0]"
"['israel', 'channel', 'two', 'televis', 'said', 'damascu', 'had', 'sent', 'a', 'calm', 'signal', 'to', 'israel']","[5, 3, 4, 0, 0, 5, 0, 0, 0, 0, 0, 0, 5]"
"['it', 'gave', 'no', 'sourc', 'for', 'the', 'report']","[0, 0, 0, 0, 0, 0, 0]"
"['netanyahu', 'and', 'levi', 'spokesmen', 'said', 'they', 'could', 'not', 'confirm', 'it']","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"['the', 'televis', 'also', 'said', 'that', 'netanyahu', 'had', 'sent', 'messag', 'to', 'reassur', 'syria', 'via', 'cairo', 'the', 'unit', 'state', 'and', 'moscow']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 0, 5, 0, 5, 6, 0, 5]"
[],[]
"['polish', 'diplomat', 'deni', 'nurs', 'strand', 'in', 'libya']","[7, 0, 0, 0, 0, 0, 5]"
['tuni'],[5]
