tokens,ner_tags
"['footbal', 'is', 'also', 'a', 'common', 'sport', 'and', 'the', 'saifur', 'rahman', 'stadium', 'and', 'netaji', 'subha', 'chandra', 'bose', 'stadium', 's', 'are', 'known', 'to', 'host', 'footbal', 'match']","[0, 0, 0, 0, 0, 0, 0, 0, 11, 12, 12, 0, 11, 12, 12, 12, 12, 0, 0, 0, 0, 0, 0, 0]"
"['khan', 'research', 'focu', 'is', 'on', 'develop', 'new', 'inhibitor', 'against', 'multidrug', 'resist', 'clinic', 'strain', 'with', 'special', 'interest', 'on', 'extend', 'spectrum', 'beta', 'lactamas', 'esbl', 'such', 'as', 'and', 'use', 'qsarr', 'model', 'and', 'virtual', 'screen', 'method']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 33, 34, 0, 0, 0, 0, 0, 0, 15, 16, 16, 16, 15, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0]"
"['polyethylen', 'terephthal', 'pet', 'bottl', 'are', 'made', 'from', 'ethylen', 'and']","[21, 22, 21, 0, 0, 0, 0, 21, 0]"
"['most', 'wide', 'use', 'to', 'assess', 'potenti', 'synthet', 'lethal', 'interact', 'is', 'use', 'sirna', 'and', 'crispr', 'to', 'modifi', 'target', 'gene']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 33, 0, 0, 0, 0]"
"['in', 'the', 'low', 'pressur', 'process', 'or', 'may', 'be', 'ad', 'which', 'are', 'incorpor', 'in', 'the', 'polym', 'chain', 'dure', 'polymer']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['cori', 'work', 'ha', 'been', 'publish', 'in', 'research', 'journal', 'includ', 'blood', 'journal', 'the', 'embo', 'journal', 'natur', 'journal', 'cell', 'death', 'amp', 'differenti', 'and', 'proceed', 'of', 'the', 'nation', 'academi', 'of', 'scienc', 'of', 'the', 'unit', 'state', 'of', 'america']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 25, 26, 26, 25, 0, 25, 26, 26, 26, 0, 25, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
"['albarn', 'team', 'up', 'with', 'robert', '3d', 'del', 'naja', 'of', 'massiv', 'attack', 'and', 'work', 'with', 'stop', 'the', 'war', 'coalit', 'cnd', 'and', 'the', 'muslim', 'associ', 'of', 'britain', 'to', 'organis', 'campaign', 'to', 'rais', 'awar', 'of', 'the', 'potenti', 'danger', 'of', 'the', 'uk', 'involv', 'in', 'the', 'war']","[3, 0, 0, 0, 3, 4, 4, 4, 0, 7, 8, 0, 0, 0, 7, 8, 8, 8, 7, 0, 0, 7, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0]"
"['further', 'articl', 'appear', 'on', 'neuroeth', 'in', 'natur', 'neurosci', 'neuron', 'and', 'brain', 'and', 'cognit']","[0, 0, 0, 0, 0, 0, 25, 26, 25, 0, 25, 26, 26]"
"['the', 'primari', 'effector', 'of', 'gβγ', 'are', 'variou', 'ion', 'channel', 'such', 'as', 'g', 'potassium', 'channel', 'girk', 'calcium', 'channel', 'calcium', 'channel', 'and', 'type', 'casup2', 'sup', 'channel', 'as', 'well', 'as', 'some', 'isoform', 'of', 'ac', 'and', 'plc', 'along', 'with', 'some', 'pi3k', 'isoform']","[0, 0, 0, 0, 17, 0, 0, 33, 34, 0, 0, 33, 34, 34, 33, 34, 34, 34, 34, 0, 34, 33, 34, 0, 0, 0, 0, 0, 0, 0, 15, 0, 15, 0, 0, 0, 15, 0]"
"['it', 'display', 'the', 'mean', 'time', 'sider', 'or', 'star', 'time', 'and', 'the', 'motion', 'of', 'the', 'sun', 'moon', 'and', 'the', 'five', 'planet', 'venu', 'mar', 'saturn', 'mercuri', 'and', 'jupit']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 23, 0, 0, 0, 0, 23, 23, 23, 23, 0, 23]"
"['hamilton', 'wa', 'a', 'visit', 'professor', 'at', 'harvard', 'univers', 'and', 'later', 'spent', 'nine', 'month', 'with', 'the', 'royal', 'societi', 's', 'and', 'the', 'royal', 'geograph', 'societi', 's', 'expedit', 'as', 'a', 'visit', 'professor', 'at', 'the', 'univers', 'of', 'são', 'paulo']","[1, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 7, 8, 0, 0, 0, 7, 8, 8, 0, 28, 0, 0, 0, 0, 0, 0, 5, 6, 6, 6]"
"['in', 'the', 'second', 'season', 'marri', 'coupl', 'rose', 'nadler', 'scott', 'caldwel', 'and', 'bernard', 'nadler', 'sam', 'anderson', 'separ', 'on', 'opposit', 'side', 'of', 'the', 'island', 'she', 'with', 'the', 'main', 'charact', 'he', 'with', 'the', 'tail', 'section', 'survivor', 'were', 'featur', 'in', 'a', 'flashback', 'episod', 'after', 'be', 'reunit']","[0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 0, 3, 4, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['in', 'the', 'presenc', 'of', 'casup2', 'sup', 'calmodulin', 'and', 's100', 'protein', 'bind', 'calponin', 'at', 'the', 'region', 'of', 'site', 'and', 'revers', 'calponin', 'inhibit', 'of', 'myosin', 'mgatpas']","[0, 0, 0, 0, 19, 20, 17, 0, 17, 18, 0, 17, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 15, 16]"
"['the', 'amplifi', 'fragment', 'amplicon', 'is', 'incub', 'with', 'the', 'restrict', 'enzym', 'haeiii', 'compris', 'the', 'snp', 'in', 'their', 'recognit', 'sequenc', 'ggcc']","[0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 15, 0, 0, 33, 0, 0, 0, 0, 0]"
"['she', 'ha', 'won', 'five', 'grammi', 'award', 'includ', 'grammi', 'award', 'for', 'album', 'of', 'the', 'year', 'and', 'grammi', 'award', 'for', 'record', 'of', 'the', 'year']","[0, 0, 0, 0, 31, 32, 0, 31, 32, 32, 32, 32, 32, 32, 0, 31, 32, 32, 32, 32, 32, 32]"
"['some', 'asteroid', 's', 'also', 'name', 'after', 'the', 'same', 'shakespearean', 'charact', 'share', 'name', 'with', 'moon', 'of', 'uranu', '171', 'ophelia', '218', 'bianca', '593', 'titania', '666', 'desdemona', '763', 'cupido', 'and', '2758', 'cordelia']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 23, 24, 23, 24, 23, 24, 23, 24, 23, 24, 0, 23, 24]"
"['it', 'wa', 'open', 'in', '1982', 'to', 'host', 'the', '1982', 'southern', 'cross', 'game', 'and', 'sinc', 'then', 'it', 'ha', 'host', 'the', '1983', 'south', 'american', 'championship', 'in', 'athlet', 'the', '1985', '1994', 'and', '2001', 'south', 'american', 'junior', 'championship', 'in', 'athlet', 'and', 'the', '1989', 'and', '2001', 'pan', 'american', 'junior', 'athlet', 'championship', 'besid', 'numer', 'seminar', 'congress', 'and', 'cours']","[0, 0, 0, 0, 0, 0, 0, 0, 27, 28, 28, 28, 0, 0, 0, 0, 0, 0, 0, 27, 28, 28, 28, 0, 33, 0, 0, 0, 0, 27, 28, 28, 28, 28, 0, 33, 0, 0, 0, 0, 27, 28, 28, 28, 28, 28, 0, 0, 0, 0, 0, 0]"
"['gar', 'tetrahydrofol', 'acid']","[21, 21, 22]"
"['alferov', 'and', 'colleagu', 'work', 'on', 'gallium', 'arsenid', 'and', 'aluminium', 'arsenid', 'heterojunct']","[1, 0, 0, 0, 0, 21, 22, 0, 21, 22, 0]"
"['she', 'ha', 'list', 'christina', 'aguilera', 'jessica', 'simpson', 'bobbi', 'gentri', 'jani', 'joplin', 'shelbi', 'lynn', 'and', 'shania', 'twain', 'as', 'her', 'music', 'influenc']","[0, 0, 0, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 0, 3, 4, 0, 0, 0, 0]"
"['the', 'zeitschrift', 'für', 'naturforschung', 'english', 'journal', 'for', 'natur', 'research', 'wa', 'establish', 'in', '1946', 'by', 'the', 'max', 'planck', 'institut', 'and', 'the', 'physic', 'scienc', 'zeitschrift', 'für', 'naturforschung', 'a', 'were', 'separ', 'from', 'the', 'other', 'natur', 'scienc', 'part', 'b', 'from', '1947']","[0, 25, 26, 26, 33, 25, 26, 26, 26, 0, 0, 0, 0, 0, 0, 7, 8, 8, 0, 25, 26, 26, 26, 26, 26, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['a', 'second', 'meet', 'wa', 'held', 'soon', 'thereaft', 'and', 'includ', 'klau', 'clusiu', 'robert', 'döpel', 'werner', 'heisenberg', 'and', 'carl', 'friedrich', 'von', 'weizsäcker']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 2, 1, 2, 0, 1, 2, 2, 2]"
"['he', 'is', 'the', 'recipi', 'of', 'a', 'lifetim', 'achiev', 'award', 'from', 'the', 'the', 'record', 'academi', 'and', 'a', 'lifetim', 'achiev', 'award', 'from', 'the', 'rhythm', 'and', 'blue', 'foundat']","[0, 0, 0, 0, 0, 0, 31, 32, 32, 32, 32, 32, 32, 32, 0, 0, 31, 32, 32, 32, 32, 32, 32, 32, 32]"
"['t', 'cell', 'further', 'refer', 'to', 'as', 'autoreact', 't', 'cell', 'origin', 'in', 'the', 'thymu', 'becaus', 'of', 'the', 'stochast', 'process', 'call', 'v', 'd', 'j', 'recombin', 'which', 'conduct', 'the', 'gener', 'of', 'receptor', 'tcr', 'and', 'enabl', 'their', 'limitless', 'variabl']","[34, 34, 0, 0, 0, 0, 33, 34, 34, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 33, 34, 34, 34, 0, 0, 0, 0, 0, 18, 17, 0, 0, 0, 0, 0]"
"['he', 'ha', 'chair', 'the', 'southern', 'growth', 'polici', 'board', 'the', 'southern', 'region', 'educ', 'board', 'the', 'southern', 'technolog', 'council', 'the', 'interst', 'oil', 'and', 'ga', 'compact', 'commiss', 'and', 'the', 'educ', 'commiss', 'of', 'the', 'state']","[0, 0, 0, 0, 7, 8, 8, 8, 0, 7, 8, 8, 8, 7, 8, 8, 8, 0, 7, 8, 8, 8, 8, 8, 0, 0, 7, 8, 8, 8, 8]"
"['the', 'specif', 'ligand', 'of', 'thi', 'receptor', 'is', 'ccl25', 'to', 'note', 'the', 'chemokin', 'bind', 'protein', 'd6', 'had', 'previous', 'been', 'name', 'ccr9', 'but', 'thi', 'molecul', 'is', 'a', 'scaveng', 'receptor', 'not', 'a', 'true', 'signal', 'chemokin', 'receptor']","[0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 33, 34, 0, 0, 0, 0, 33, 34]"
"['thi', 'type', 'of', 'oxid', 'stress', 'caus', 'a', 'loss', 'of', 'signal']","[0, 0, 0, 33, 34, 0, 0, 0, 0, 0]"
"['mikhail', 'rabinovich', 'publish', 'over', '250', 'peer', 'review', 'articl', 'in', 'lead', 'scientif', 'journal', 'scienc', 'neuron', 'journal', 'of', 'neurosci', 'plo', 'comput', 'biolog', 'review', 'of', 'modern', 'physic', 'physic', 'of', 'fluid', 'physic', 'review', 'letter', 'that', 'are', 'activ', 'cite', 'over', '3000', 'citat']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 25, 25, 26, 26, 25, 26, 26, 25, 26, 26, 26, 25, 26, 26, 25, 26, 26, 0, 0, 0, 0, 0, 0, 0]"
"['current', 'three', 'major', 'group', 'of', 'dna', 'bind', 'protein', 'have', 'been', 'predominantli', 'use', 'for', 'epigenom', 'edit', 'zinc', 'finger', 'protein', 'transcript', 'effector', 'tale', 'and', 'nucleas', 'defici', 'cas9', 'fusion', 'crispr']","[0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 18, 18, 17, 18, 17, 0, 0, 0, 17, 0, 17]"
"['on', 'screen', 'she', 'ha', 'star', 'in', 'score', 'of', 'film', 'and', 'is', 'a', 'oscar', 'nomine', 'win', 'the', 'academi', 'award', 'for', 'best', 'support', 'actress', 'for', 'the', 'titl', 'role', 'in', 'the', 'film', 'julia', '1977', '1977']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 31, 32, 32, 32, 32, 32, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0]"
"['by', '1914', 'experi', 'by', 'physicist', 'ernest', 'rutherford', 'henri', 'moseley', 'jame', 'franck', 'and', 'gustav', 'ludwig', 'hertz', 'had', 'larg', 'establish', 'the', 'structur', 'of', 'an', 'atom', 'as', 'a', 'dens', 'nucleu', 'of', 'posit', 'charg', 'surround', 'by', 'electron']","[0, 0, 0, 0, 0, 1, 2, 1, 2, 1, 2, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['when', 'the', 'discoveri', 'of', 'a', 'new', 'element', 'is', 'claim', 'the', 'joint', 'work', 'parti', 'jwp', 'of', 'the', 'intern', 'union', 'of', 'pure', 'and', 'appli', 'chemistri', 'iupac', 'and', 'the', 'intern', 'union', 'of', 'pure', 'and', 'appli', 'physic', 'iupap', 'assembl', 'to', 'examin', 'the', 'claim', 'accord', 'to', 'their', 'criteria', 'for', 'the', 'discoveri', 'of', 'a', 'new', 'element', 'and', 'decid', 'scientif', 'prioriti', 'and', 'name', 'right', 'for', 'the', 'element']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 8, 7, 0, 0, 7, 8, 8, 8, 8, 8, 8, 7, 0, 0, 7, 8, 8, 8, 8, 8, 8, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['he', 'wa', 'a', 'fellow', 'of', 'the', 'royal', 'societi', 'and', 'a', 'foreign', 'member', 'of', 'the', 'royal', 'swedish', 'academi', 'of', 'scienc']","[0, 0, 0, 31, 32, 32, 32, 32, 0, 0, 0, 0, 0, 0, 7, 8, 8, 8, 8]"
"['further', 'stori', 'arc', 'which', 'provid', 'a', 'particular', 'focu', 'on', 'individu', 'charact', 'includ', 'addison', 'kate', 'walsh', 'face', 'derek', 'shepherd', 's', 'patrick', 'dempsey', 'desir', 'to', 'divorc', 'her', 'izzi', 'steven', 'katherin', 'heigl', 'cope', 'with', 'denni', 'duquett', 's', 'jeffrey', 'dean', 'morgan', 'death', 'and', 'the', 'repercuss', 'of', 'her', 'choic', 'to', 'quit', 'the', 'internship', 'program', 'and', 'meredith', 'grey', 'ellen', 'pompeo', 'struggl', 'with', 'the', 'choic', 'between', 'shepherd', 'and', 'finn', 'dandridg', 'chri', 'o']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 4, 0, 3, 4, 0, 3, 4, 0, 0, 0, 0, 3, 4, 3, 4, 0, 0, 3, 4, 0, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 3, 4, 0, 0, 0, 0, 0, 3, 0, 3, 4, 3, 4]"
"['agenc', 'such', 'as', 'the', 'intern', 'plan', 'parenthood', 'feder', 'and', 'mari', 'stope', 'intern', 'provid', 'contracept', 'advic', 'for', 'young', 'women', 'worldwid']","[0, 0, 0, 0, 7, 8, 8, 8, 0, 7, 8, 8, 0, 0, 0, 0, 0, 0, 0]"
"['togeth', 'they', 'activ', 'multipl', 'signal', 'transduct', 'pathway', 'includ', 'oxid', 'stress', 'tyrosin', 'kinas', 's', 'protein', 'kinas', 'c', 'and', 'mapk', 's', 'lead', 'to', 'activ', 'of', 'transcript', 'factor', 'such', 'as', 'and', 'dysregul', 'of', 'epigenet', 'mechan', 'includ', 'hkme', 'histon', 'lysin', 'acetyl', 'and', 'dna', 'methyl', 'via', 'the', 'action', 'of', 'correspond', 'methyltransferas', 'demethylas', 'acetylas', 'and', 'deacetylas']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 16, 0, 15, 16, 16, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 33, 34, 34, 0, 33, 34, 0, 0, 0, 0, 0, 15, 15, 15, 0, 15]"
"['young', 'work', 'on', 'squid', 'giant', 'axon', 'wa', 'util', 'by', 'andrew', 'huxley', 'and', 'alan', 'hodgkin', 'who', 'in', '1963', 'receiv', 'the', 'nobel', 'prize', 'for', 'their', 'work', 'on', 'the', 'conduct', 'of', 'action', 'potenti', 'along', 'nerv', 'fibr']","[1, 0, 0, 33, 34, 34, 0, 0, 0, 1, 2, 0, 1, 2, 0, 0, 0, 0, 0, 31, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 34]"
"['the', 'group', 'includ', 'the', 'physicist', 'walther', 'both', 'robert', 'döpel', 'han', 'geiger', 'wolfgang', 'gentner', 'probabl', 'sent', 'by', 'walther', 'both', 'wilhelm', 'hanl', 'gerhard', 'hoffmann', 'and', 'georg', 'joo', 'peter', 'deby', 'wa', 'invit', 'but', 'he', 'did', 'not', 'attend']","[0, 0, 0, 0, 0, 1, 2, 1, 2, 1, 2, 1, 2, 0, 0, 0, 1, 2, 1, 2, 1, 2, 0, 1, 2, 1, 2, 0, 0, 0, 0, 0, 0, 0]"
"['write', 'for', 'the', 'mathemat', 'gazett', 'on', 'the', 'first', 'edit', 'rosenhead', 'congratul', 'goldstein', 'for', 'a', 'lucid', 'account', 'of', 'classic', 'mechan', 'lead', 'to', 'modern', 'theoret', 'physic', 'which', 'he', 'believ', 'would', 'stand', 'the', 'test', 'of', 'time', 'alongsid', 'acknowledg', 'classic', 'such', 'as', 'whittak', 's', 'analyt', 'dynam', 'and', 'arnold', 'sommerfeld', 's', 'lectur', 'on', 'theoret', 'physic']","[0, 0, 25, 26, 26, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 13, 14, 0, 0, 0, 13, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 13, 14, 0, 1, 2, 0, 0, 0, 13, 14]"
"['dure', 'hi', 'academ', 'career', 'he', 'serv', 'on', 'the', 'editori', 'board', 'of', 'the', 'journal', 'of', 'ration', 'mechan', 'and', 'analysi', 'archiv', 'for', 'ration', 'mechan', 'and', 'analysi', 'journal', 'of', 'elast', 'and', 'the', 'intern', 'journal', 'of', 'solid', 'and', 'structur']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 26, 26, 26, 26, 26, 25, 26, 26, 26, 26, 26, 25, 26, 26, 0, 0, 25, 26, 26, 26, 26, 26]"
"['dna', 'methyltransferas', 'is', 'the', 'enzym', 'involv', 'in', 'the', 'mainten', 'of', 'dna', 'methyl', 'mark']","[15, 16, 0, 0, 0, 0, 0, 0, 0, 0, 33, 34, 0]"
"['the', 'california', 'portion', 'of', 'the', 'desert', 'also', 'contain', 'edward', 'air', 'forc', 'base', 'and', 'naval', 'air', 'weapon', 'station', 'china', 'lake', 'note', 'for', 'experiment', 'aviat', 'and', 'weapon', 'project', 'and', 'the', 'marin', 'corp', 'air', 'ground', 'combat', 'center', 'twentynin', 'palm', 'in', 'the', 'world', 'at', 'twentynin', 'palm']","[0, 11, 0, 0, 0, 0, 0, 0, 11, 12, 12, 12, 0, 11, 12, 12, 12, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 12, 12, 12, 12, 12, 12, 12, 0, 0, 0, 0, 11, 12]"
"['theoret', 'model', 'of', 'two', 'of', 'these', 'and', 'suggest', 'both', 'could', 'be', 'solid', 'either', 'rocki', 'or', 'rocki', 'with', 'frozen', 'water']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['the', 'group', 'includ', 'the', 'physicist', 'walther', 'both', 'robert', 'döpel', 'han', 'geiger', 'wolfgang', 'gentner', 'probabl', 'sent', 'by', 'walther', 'both', 'wilhelm', 'hanl', 'gerhard', 'hoffmann', 'and', 'georg', 'joo', 'peter', 'deby', 'wa', 'invit', 'but', 'he', 'did', 'not', 'attend']","[0, 0, 0, 0, 0, 1, 2, 1, 2, 1, 2, 1, 2, 0, 0, 0, 1, 2, 1, 2, 1, 2, 0, 1, 2, 1, 2, 0, 0, 0, 0, 0, 0, 0]"
"['natur', 'research', 'also', 'publish', 'other', 'special', 'journal', 'includ', 'natur', 'neurosci', 'natur', 'biotechnolog', 'natur', 'method', 'the', 'natur', 'clinic', 'practic', 'seri', 'of', 'journal', 'natur', 'structur', 'molecular', 'biolog', 'natur', 'chemistri', 'and', 'the', 'natur', 'review', 'seri', 'of', 'journal']","[7, 8, 0, 0, 0, 0, 0, 0, 25, 26, 25, 26, 25, 26, 0, 33, 34, 34, 0, 0, 0, 25, 26, 26, 26, 25, 26, 0, 0, 33, 34, 0, 0, 0]"
"['biju', 'ha', 'extens', 'publish', 'in', 'high', 'impact', 'factor', 'and', 'prestigi', 'journal', 'such', 'as', 'natur', 'scienc', 'zoolog', 'journal', 'of', 'the', 'linnean', 'societi', 'proceed', 'of', 'the', 'nation', 'academi', 'of', 'scienc', 'proceed', 'of', 'the', 'royal', 'societi', 'and', 'ha', 'written', 'book', 'on', 'both', 'plant', 'and', 'amphibian']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 25, 25, 26, 26, 26, 26, 26, 25, 26, 26, 26, 26, 26, 26, 25, 26, 26, 26, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
