tokens,ner_tags
"['in', 'juli', '2011', 'the', '15th', 'edit', 'of', 'campu', 'parti', 'spain', 'will', 'be', 'held', 'at', 'the', 'citi', 'of', 'art', 'and', 'scienc', 'in', 'valencia']","[0, 0, 0, 0, 15, 16, 16, 16, 16, 16, 0, 0, 0, 0, 0, 25, 26, 26, 26, 26, 0, 25]"
"['often', 'thi', 'is', 'gener', 'onli', 'possibl', 'at', 'the', 'veri', 'end', 'of', 'complic', 'game', 'such', 'as', 'chess', 'or', 'go', 'sinc', 'it', 'is', 'not', 'comput', 'feasibl', 'to', 'look', 'ahead', 'as', 'far', 'as', 'the', 'complet', 'of', 'the', 'game', 'except', 'toward', 'the', 'end', 'and', 'instead', 'posit', 'are', 'given', 'finit', 'valu', 'as', 'estim', 'of', 'the', 'degre', 'of', 'belief', 'that', 'they', 'will', 'lead', 'to', 'a', 'win', 'for', 'one', 'player', 'or', 'anoth']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['the', 'differ', 'between', 'the', 'multinomi', 'logit', 'model', 'and', 'numer', 'other', 'method', 'model', 'algorithm', 'with', 'the', 'same', 'basic', 'setup', 'the', 'perceptron', 'algorithm', 'support', 'vector', 'machin', 's', 'linear', 'discrimin', 'analysi', 'etc']","[0, 0, 0, 0, 7, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 7, 8, 8, 0, 7, 8, 8, 0]"
"['associ', 'for', 'comput', 'linguist', 'publish', 'by']","[15, 16, 16, 16, 0, 0]"
"['in', 'computeris', 'facial', 'recognit', 'system', 'each', 'face', 'is', 'repres', 'by', 'a', 'larg', 'number', 'of', 'pixel', 'valu']","[0, 0, 5, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['in', '2002', 'hi', 'son', 'daniel', 'pearl', 'a', 'journalist', 'work', 'for', 'the', 'wall', 'street', 'journal', 'wa', 'kidnap', 'and', 'murder', 'in', 'pakistan', 'lead', 'judea', 'and', 'the', 'other', 'member', 'of', 'the', 'famili', 'and', 'friend', 'to', 'creat', 'the', 'daniel', 'pearl', 'foundat']","[0, 0, 0, 0, 21, 22, 0, 0, 0, 0, 0, 23, 24, 24, 0, 0, 0, 0, 0, 19, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 24, 24]"
"['as', 'of', 'late', '2006', 'red', 'envelop', 'entertain', 'also', 'expand', 'into', 'produc', 'origin', 'content', 'with', 'filmmak', 'such', 'as', 'john', 'water']","[0, 0, 0, 0, 23, 24, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 22]"
"['the', 'build', 'is', 'now', 'part', 'of', 'the', 'beth', 'israel', 'deaco', 'medic', 'center']","[0, 0, 0, 0, 0, 0, 0, 23, 24, 24, 24, 24]"
"['a', 'common', 'theme', 'of', 'thi', 'work', 'is', 'the', 'adopt', 'of', 'a', 'perspect', 'on', 'issu', 'of', 'artifici', 'intellig', 'and', 'knowledg', 'represent']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 3, 4]"
"['for', 'instanc', 'the', 'term', 'neural', 'machin', 'translat', 'nmt', 'emphas', 'the', 'fact', 'that', 'deep', 'approach', 'to', 'machin', 'translat', 'directli', 'learn', 'transform', 'obviat', 'the', 'need', 'for', 'intermedi', 'step', 'such', 'as', 'word', 'align', 'and', 'languag', 'model', 'that', 'wa', 'use', 'in', 'statist', 'machin', 'translat', 'smt']","[0, 0, 0, 0, 3, 4, 4, 3, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 3, 4, 0, 0, 0, 0, 3, 4, 4, 3]"
"['most', 'research', 'in', 'the', 'field', 'of', 'wsd', 'is', 'perform', 'by', 'use', 'wordnet', 'as', 'a', 'refer', 'sens', 'inventori', 'for']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0]"
"['notabl', 'former', 'phd', 'student', 'and', 'postdoctor', 'research', 'from', 'hi', 'group', 'includ', 'richard', 'zemel', 'and', 'zoubin', 'ghahramani']","[0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 0, 9, 10]"
"['each', 'predict', 'result', 'or', 'instanc', 'of', 'a', 'confus', 'matrix', 'repres', 'one', 'point', 'in', 'the', 'roc', 'space']","[0, 0, 0, 0, 0, 0, 0, 11, 12, 0, 0, 0, 0, 0, 11, 0]"
"['in', '1997', 'thrun', 'and', 'hi', 'colleagu', 'wolfram', 'burgard', 'and', 'dieter', 'fox', 'develop', 'the', 'world', 'first', 'robot', 'tour', 'guid', 'in', 'the', 'deutsch', 'museum', 'bonn', '1997']","[0, 0, 9, 0, 0, 0, 9, 10, 0, 9, 10, 0, 0, 0, 0, 5, 6, 6, 0, 0, 25, 26, 26, 0]"
"['wordnet', 'is', 'a', 'lexic', 'databas', 'of', 'semant', 'relat', 's', 'between', 'word', 's', 'in', 'more', 'than', '200', 'it', 'primari', 'use', 'is', 'in', 'automat', 'natur', 'languag', 'process', 'and', 'artifici', 'intellig', 'applic']","[5, 0, 0, 0, 0, 0, 27, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 1, 2, 0]"
"['confer', 'in', 'the', 'field', 'of', 'natur', 'languag', 'process', 'such', 'as', 'associ', 'for', 'comput', 'linguist', 'north', 'american', 'chapter', 'of', 'the', 'associ', 'for', 'comput', 'linguist', 'emnlp', 'and', 'hlt', 'are', 'begin', 'to', 'includ', 'paper', 'on', 'speech', 'process']","[0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 15, 16, 16, 16, 15, 16, 16, 16, 16, 16, 16, 16, 16, 15, 0, 15, 0, 0, 0, 0, 0, 0, 1, 2]"
"['a', 'set', 'of', 'java', 'program', 'use', 'the', 'lexicon', 'to', 'work', 'through', 'the', 'variat', 'in', 'biomed', 'text', 'by', 'relat', 'word', 'by', 'their', 'part', 'of', 'speech', 'which', 'can', 'be', 'help', 'in', 'web', 'search', 'or', 'search', 'through', 'an', 'electron', 'medic', 'record']","[0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 28, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 28, 28]"
"['there', 'are', 'mani', 'more', 'recent', 'algorithm', 'such', 'as', 'lpboost', 'totalboost', 'brownboost', 'xgboost', 'madaboost', 'and', 'other']","[0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 7, 7, 7, 0, 0]"
"['thi', 'is', 'an', 'exampl', 'implement', 'in', 'python']","[0, 0, 0, 0, 0, 0, 13]"
"['the', 'mattel', 'intellivis', 'game', 'consol', 'offer', 'the', 'intellivoic', 'voic', 'synthesi', 'modul', 'in', '1982']","[0, 5, 5, 0, 0, 0, 0, 3, 4, 4, 0, 0, 0]"
"['he', 'also', 'work', 'on', 'machin', 'translat', 'both', 'mt', 'and', 'machin', 'learn', 'for', 'statist', 'machin', 'translat', 'such', 'as', 'gener', 'mt']","[0, 0, 0, 0, 3, 4, 0, 4, 0, 1, 2, 0, 3, 4, 4, 0, 0, 3, 4]"
"['wolfram', 'mathematica', 'usual', 'term', 'mathematica', 'is', 'a', 'modern', 'technic', 'comput', 'system', 'span', 'most', 'area', 'of', 'technic', 'includ', 'neural', 'network', 'machin', 'learn', 'imag', 'process', 'geometri', 'data', 'scienc', 'visual', 'and', 'other']","[23, 24, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 1, 2, 1, 2, 1, 1, 2, 1, 0, 0]"
"['the', 'first', 'digit', 'oper', 'and', 'programm', 'robot', 'wa', 'invent', 'by', 'georg', 'devol', 'in', '1954', 'and', 'wa', 'ultim', 'call', 'the', 'unim']","[0, 0, 5, 6, 6, 6, 6, 0, 0, 0, 9, 10, 0, 0, 0, 0, 0, 0, 0, 5]"
